ID;answered_all;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_isolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
3264;Yes;996;13/05/2020 18:52;PT-BR;46;Male;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;1;· If Program A is adopted, 200 people will be saved.;NA;No;2;1;3;5;3;1;5;3;2;1;2;2;3;7;8;4;5;4;4;5;5;5;5;5;5;5;5;6;5;6;2;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;6;6;2;6;4;5;3;6;6;3;6;5;2;1;1;4;1;2;1;1;2;2;2;2;3;2;1;1;1;2;2;2;2;1;1;1;NA;6;6;6;6;6;6;6;6;6;6;4;5;5;5;5;3;4;4;4;5;4;4;6;5;6;4;NA;5;4;3;5;2;1;NA;1.8;2.33333333333333;1.33333333333333;5.66666666666667;5;5.33333333333333;3;6;NA
3276;Yes;1340;13/05/2020 18:35;PT-BR;41;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;1;1;1;5;5;1;5;5;2;1;2;1;1;9;9;0;3;8;3;10;1;4;6;4;6;6;0;6;6;5;2;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;4;5;3;6;5;5;4;5;5;2;2;6;2;1;99;1;4;1;1;1;99;6;2;5;5;99;1;1;1;1;1;1;4;1;2;5;NA;6;6;6;6;6;6;6;6;6;6;4;4;5;4;5;6;1;1;6;5;4;5;6;5;4;5;NA;6;6;6;6;5;3;NA;1.1;1.33333333333333;2.33333333333333;4.33333333333333;5.33333333333333;4.33333333333333;4.33333333333333;6;NA
3283;No;2076;13/05/2020 17:56;PT-BR;54;Male;College degree, bachelor, master;NA;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;3;No;Isolated;3;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;2;3;5;3;2;4;3;2;1;1;1;3;5;8;9;9;8;5;4;9;6;6;6;6;6;9;5;6;5;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;5;4;4;4;5;4;3;5;5;5;1;5;2;2;2;2;2;4;4;2;2;4;4;2;3;4;2;2;2;1;3;2;3;2;3;4;NA;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;4;2;2;4;5;4;5;5;5;6;5;NA;4;2;3;3;4;4;Estou com suspeita de contaminaçao, aguardando resultado;2.1;1.66666666666667;2.66666666666667;4;4.33333333333333;4.66666666666667;5.33333333333333;5;NA
3285;No;1893;13/05/2020 17:48;PT-BR;34;Female;College degree, bachelor, master;Up to 6 years of school;Part time employed;Brazil;no;RJ;Married/cohabiting;0;Yes;Isolated;2;0;NA;NA;NA;4;4;5;2;3;4;2;2;4;3;3;2;3;7;8;0;2;5;3;8;0;NA;NA;NA;NA;NA;0;5;5;5;1;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;5;3;3;4;5;4;2;5;5;3;5;4;5;4;99;5;3;3;4;5;99;3;4;6;6;5;3;2;3;4;5;5;5;4;5;2;NA;6;5;4;6;5;5;5;6;5;6;2;5;6;4;5;4;5;5;6;5;4;1;4;5;6;4;NA;5;5;5;5;5;2;Tenho Anemia Falciforme e estou com muito medo do Coronavírus.;3.9;2.66666666666667;5;4;4.33333333333333;5;3;5.3;NA
3288;Yes;1358;14/05/2020 17:29;PT-BR;35;Female;College degree, bachelor, master;Up to 6 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;0;· If Program A is adopted, 200 people will be saved.;NA;No;5;5;5;2;1;5;2;1;4;4;2;3;3;3;7;1;3;8;5;10;0;6;6;5;6;4;0;4;6;6;1;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;5;6;6;1;6;6;6;4;1;6;6;6;5;6;1;4;4;4;6;1;6;99;5;1;6;6;1;1;4;1;2;4;6;6;1;6;6;NA;6;2;2;5;5;5;2;6;5;6;1;4;4;2;4;6;1;1;3;6;3;1;4;5;4;1;NA;6;5;2;4;1;1;O que mais me angustia no momento é nao ter certeza que o governo está fazendo o melhor para proteger a populaçao| as informaçoes e diretrizes sao desencontradas e pouco críveis. O povo caminha sem mapa ou bússola, com uma venda nos olhos a beira do abismo. É assim que me sinto.;4.6;2.66666666666667;4.33333333333333;6;6;3.33333333333333;4;4.4;NA
3292;No;962;13/05/2020 16:57;PT-BR;41;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;3;3;NA;1;3;3;1;3;2;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;4;5;5;3;5;5;3;3;4;2;1;5;5;5;5;5;5;5;1;6;6;6;6;6;6;6;6;5;1;6;5;5;6;5;6;2;NA;6;5;5;6;6;5;2;5;5;5;2;5;6;2;5;5;2;5;6;2;5;5;5;5;6;5;NA;2;2;5;2;5;2;NA;3.33333333333333;2;3.66666666666667;3.66666666666667;4.33333333333333;3.66666666666667;4.33333333333333;5;NA
3297;No;1109;14/05/2020 16:34;PT-BR;29;Female;College degree, bachelor, master;Up to 9 years of school;Student;Brazil;yes;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;5;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;5;5;3;1;4;2;2;4;5;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;4;3;4;4;5;5;5;3;5;5;6;4;6;6;6;4;6;6;6;5;6;99;6;6;5;6;3;6;5;6;6;1;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;3.33333333333333;4;4.33333333333333;3.66666666666667;4;3.33333333333333;NA;NA
3302;Yes;994;13/05/2020 16:20;PT-BR;57;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;3;No;Life carries on with minor changes;2;1;NA;· If Program C is adopted 400 people will die.;No;4;3;4;4;3;3;3;3;3;2;2;2;3;5;6;5;5;5;6;2;4;4;4;4;4;4;5;6;4;4;5;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;4;3;4;3;3;2;4;4;4;3;5;6;4;5;5;5;5;5;5;2;2;6;5;6;5;5;6;5;2;4;4;3;6;3;5;5;NA;4;4;2;2;4;4;4;2;4;4;4;4;4;4;4;5;3;2;5;4;4;4;3;2;6;3;NA;4;4;4;4;4;2;NA;3;2.33333333333333;5;3.33333333333333;2.66666666666667;3.66666666666667;3.66666666666667;3.4;NA
3303;No;1042;13/05/2020 16:19;PT-BR;63;Male;PhD/Doctorate;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Life carries on with minor changes;1;1;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;1;2;5;3;5;4;4;3;2;3;1;3;7;8;10;6;8;5;3;10;6;6;6;6;5;10;5;6;6;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;6;5;5;3;2;3;4;2;4;6;5;1;NA;2;2;2;5;2;4;2;2;2;6;2;4;5;3;2;2;2;2;3;4;2;2;6;6;NA;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;1;1;4;6;5;6;5;5;5;5;NA;5;5;5;5;5;2;NA;2.4;2.33333333333333;1.66666666666667;4.66666666666667;3;5;5.5;4.8;NA
3305;Yes;1784;13/05/2020 16:29;PT-BR;55;Male;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;2;0;· If Program A is adopted, 200 people will be saved.;NA;No;3;1;2;4;4;3;5;5;3;2;1;2;1;7;8;2;4;4;5;5;4;6;6;5;5;5;4;5;5;6;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;6;3;5;3;1;4;2;5;4;5;4;4;4;5;5;6;5;5;2;4;2;5;4;6;5;5;5;6;5;2;5;2;2;2;3;2;NA;5;5;4;5;5;5;5;5;5;5;3;5;5;4;4;5;5;5;5;4;5;5;4;5;5;3;NA;5;5;3;5;5;4;NA;2;1.33333333333333;3;3.66666666666667;2.66666666666667;4.66666666666667;4;4.9;NA
3307;No;1439;13/05/2020 16:17;PT-BR;40;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Full time employed;Brazil;no;Rio de janeiro;Single;0;Yes;NA;5;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;NA;NA;4;3;3;3;NA;3;NA;NA;1;NA;1;6;7;2;5;5;5;8;2;6;6;6;6;6;4;6;6;4;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;5;6;6;3;4;4;6;2;5;4;4;4;4;6;5;99;99;4;4;6;5;1;4;99;6;6;6;1;1;1;1;1;5;4;1;4;99;NA;6;5;5;5;6;5;6;6;5;6;3;3;6;6;6;1;6;6;6;6;5;1;5;6;6;4;NA;1;6;6;3;1;1;NA;3.2;1;4;5.33333333333333;4.66666666666667;4.66666666666667;3.66666666666667;5.5;NA
3311;Yes;2189;13/05/2020 16:22;PT-BR;42;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;RJ;Divorced/widowed;0;Yes;Isolated;0;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;Not sure;4;4;5;4;1;5;3;2;5;4;3;4;5;5;9;6;7;8;1;5;8;5;6;6;6;6;5;5;6;6;5;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;1;4;1;6;4;5;5;6;3;4;6;4;6;3;6;99;2;4;5;5;99;99;6;4;6;6;99;2;5;4;6;6;5;6;2;6;5;A falta de leitos de UTI e de respiradores nos hospitais públicos e particulares;6;5;4;5;6;6;6;6;6;6;4;1;6;1;3;2;4;4;4;6;1;4;5;6;6;4;Cuidar da minha alimentaçao;6;1;4;5;5;1;A perda da individualidade e a determinaçao por parte do governo (estadual e municipal) daquilo o que passar a ser essencial para todos. A veiculaçao incessante e explícita por parte da mídia de imagens e fotos de velórios e enterros. O tom ameaçador da mídia em relaçao ao vírus e ao isolamento (se voce duvidar da existencia/força do vírus ou se voce desafiá-lo, voce morrerá).;4.1;4;6;2;4.66666666666667;2.66666666666667;5;5.6;NA
3313;No;2536;13/05/2020 16:26;PT-BR;47;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;4;3;3;1;4;4;2;3;3;3;1;4;2;3;NA;NA;NA;1;5;0;6;6;6;6;6;0;5;5;5;1;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;6;6;2;6;5;6;5;3;5;6;5;1;6;6;4;2;6;6;4;4;1;99;5;6;6;6;6;NA;1;2;5;6;1;6;4;6;1;Ansiosa por nao saber quando tudo isso vai acabar. Esta é a principal angustia. E por ter minha mae, filho, sobrinhas e irma como grupo de risco. Sou autonoma e sem previsao de reeber nenhum valor previsto para receber e ainda nao ter sido aprovada no auxilio do governo. Ver o governo federal debochando de mortos é o que mais me causa desespero, revolta e ódio.;2;5;4;2;2;4;5;6;4;2;1;2;4;1;4;5;1;4;6;5;5;1;4;5;6;1;NA;2;5;4;5;4;1;As alucinaçoes e deboches do presidente da República.  Ansiedade por meu filho, mae e outros no grupo de risco. Sou a favor total do isolamento, mas nao sei como será a questao financeira por ser autônoma e estar com renda 0. Nao ter prazo para acabar tudo isso me deixa extremamente ansiosa.;3.3;2.66666666666667;3;3;5.33333333333333;5;5.66666666666667;3.6;NA
3376;No;460;14/05/2020 12:53;PT-BR;34;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Mato Grosso do Sul;Married/cohabiting;0;Yes;Isolated;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;3;3;2;3;3;3;4;3;3;2;3;3;4;6;7;6;6;7;8;8;3;3;4;4;6;5;1;4;4;5;2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7;3.33333333333333;NA;NA;NA;NA;NA;NA;NA
6961;Yes;1292;08/05/2020 18:22;PT-BR;41;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;SP;Married/cohabiting;0;No;Life carries on with minor changes;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;2;4;3;2;2;4;4;3;3;4;2;2;3;5;7;0;4;5;6;9;0;6;6;6;6;6;0;6;6;6;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;3;5;4;4;5;6;5;4;3;4;5;5;5;1;4;99;1;4;2;2;2;99;2;2;6;6;4;3;3;2;2;2;4;4;2;3;3;NA;4;5;5;5;5;5;4;5;4;4;1;2;6;1;5;5;4;5;5;5;3;1;4;5;5;4;NA;4;4;4;1;4;3;NA;3.3;2.33333333333333;3.66666666666667;4;5.33333333333333;3.33333333333333;4;4.6;NA
8376;No;388;05/05/2020 10:33;PT-BR;42;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;NA;Married/cohabiting;2;Yes;Isolated;1;2;· If Program A is adopted, 200 people will be saved.;NA;No;3;3;3;4;3;3;3;4;3;2;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7;2;NA;NA;NA;NA;NA;NA;NA
8904;Yes;3990;01/05/2020 10:22;PT-BR;62;Female;College degree, bachelor, master;Up to 12 years of school;Retired;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;2;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;Yes;4;3;3;3;1;3;3;2;5;3;3;1;4;5;7;2;2;2;0;5;2;6;6;6;6;6;2;3;6;5;5;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;6;5;3;6;6;3;1;5;6;6;1;6;6;6;6;6;4;6;5;1;1;6;6;6;6;6;6;6;1;4;4;5;6;6;6;6;Minha preocupaçao com a situaçao  do País (Brasil), no que envolve todas as açoes politicas e sociais;5;6;6;5;6;6;6;6;6;5;6;4;6;6;6;5;5;5;5;6;5;5;5;5;6;6;Creio que o acesso aos alunos e o momento que educaçao e saúde, nao pode ser de cobrança de resultados como se tudo estivesse normal. Nao há condiçoes das pessoas envolvidas apresentarem excelentes resultados em situaçoes de estresse intenso. Há o adoecimento da alma. E quem a tem é o ser Humano.;5;6;5;6;4;6;"Entendo a necessidade de se rever o quanto as relaçoes humanas devem ser vistas como prioridades. Vivemos em um mundo onde há desigualdades sociais, racismo, xenofobia, preconceitos que segregam, que mantem regalias e o poder de  hegemonias... e agora estamos todos passando pelo mesmo risco - Perder sua vida para um vírus invisível. Nada poderá ser como antes, porque se nao, as mortes que estamos tendo, nao terao valido de nada. Pensemos mais numa sociedade pela perspectiva Biocentrica, pois ao nao valorizar a vida, o individuo passa a nao valorizar o próprio corpo do Ser Humano e assim, a vida passa a ser banalizada, e  muitos sao excluídos ou ""exterminados"".  Muitas vezes uma mudança de postura nao pode ser quantificada pelas ciencias exatas, que exige mensuraçao para provar o seu efeito. Vale lembrar uma perspectiva de colocar a vida e a saúde neste processo de validar também outras formas de fazer ciencia, como por exemplo as práticas  complementares de saúde, que trazem saberes tao antigos (milenares)  e que ainda sao negados pela ciencia moderna.";3.6;2.66666666666667;1.66666666666667;5;5;5.66666666666667;6;5.7;NA
9134;No;340;30/04/2020 17:14;PT-BR;63;Female;Some College, short continuing education or equivalent;Some College or equivalent;Retired;Brazil;yes;Sao paulo;Divorced/widowed;5;Yes;Life carries on with minor changes;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9150;No;1163;29/04/2020 16:07;PT-BR;46;Female;College degree, bachelor, master;Up to 9 years of school;Full time employed;Brazil;no;Sp;Married/cohabiting;3;Yes;Isolated;2;1;NA;NA;NA;4;3;4;3;3;4;3;2;4;2;2;2;3;4;5;4;0;4;2;5;0;5;5;5;6;6;0;6;6;NA;2;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;5;4;2;4;4;1;1;4;5;2;4;5;5;4;4;1;4;3;5;5;6;6;3;6;6;5;1;1;1;4;4;4;3;5;6;3;NA;2;4;4;2;2;4;4;4;4;5;5;3;5;3;4;4;2;1;5;5;5;5;3;6;6;5;NA;5;4;4;4;5;3;NA;3.4;2.33333333333333;3;4.66666666666667;3;5;3.33333333333333;3.5;NA
9159;No;2474;30/04/2020 14:58;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Sao Paulo;Single;0;Yes;Isolated;2;0;· If Program A is adopted, 200 people will be saved.;NA;No;4;5;NA;4;3;4;3;2;4;5;3;2;3;2;7;2;2;4;5;10;5;5;6;6;6;6;3;6;3;6;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;3;1;6;4;5;1;2;3;6;6;6;6;3;4;99;6;6;5;99;6;99;6;6;5;6;3;6;6;5;1;6;6;4;3;6;6;NA;6;6;6;6;6;5;6;6;6;6;3;6;6;1;6;2;4;4;3;6;4;4;6;6;6;5;NA;5;6;4;6;4;3;NA;3.77777777777778;2.66666666666667;4;1.66666666666667;3.33333333333333;4.66666666666667;4.33333333333333;5.9;NA
9196;No;28293;29/04/2020 19:26;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;SP;Single;0;Yes;Isolated;3;1;· If Program A is adopted, 200 people will be saved.;NA;No;5;5;5;1;1;4;2;1;5;5;5;5;5;2;4;NA;4;5;7;6;1;2;3;2;3;3;4;4;5;4;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;6;5;3;4;3;3;4;3;5;3;4;5;1;4;99;6;1;6;1;6;5;3;3;3;3;4;5;4;1;6;6;5;6;2;6;5;NA;6;6;3;3;6;5;6;6;NA;6;6;6;6;6;6;2;4;4;6;4;1;3;3;6;2;6;NA;6;1;1;1;6;1;NA;4.8;5;4.33333333333333;5;3.33333333333333;3.66666666666667;3.66666666666667;5.22222222222222;NA
9198;Yes;1153;29/04/2020 11:37;PT-BR;33;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Sao Paulo;Single;0;Yes;Life carries on with minor changes;1;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;Not sure;5;2;4;3;1;4;3;3;5;2;3;1;4;5;5;0;1;1;9;9;1;6;6;6;5;6;0;6;6;6;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;2;6;6;3;5;5;5;2;5;6;4;6;5;6;6;99;6;5;6;99;6;99;6;6;6;6;6;6;6;2;2;3;6;6;6;6;2;NA;6;6;6;6;6;6;6;6;6;6;5;1;6;1;6;5;3;4;5;6;6;6;5;6;3;5;NA;6;5;3;6;6;6;Eu sinto necessidade de praticar exercícios físicos ao ar livre, levar meu cachorros para passear, mas nao sinto confiança o suficiente para estas atividades. Levo meus cachorros por questao de necessidade e bem estar deles, mas retorno pra casa em breve.;3.6;2.66666666666667;4.33333333333333;5.33333333333333;5;5.33333333333333;3.33333333333333;6;NA
9202;No;319;30/04/2020 11:12;PT-BR;21;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Sao Paulo;Single;0;Yes;Isolated;2;0;NA;· If Program C is adopted 400 people will die.;Not sure;4;1;2;5;5;1;5;3;2;3;4;3;4;4;8;0;6;8;5;9;2;6;6;6;6;6;0;6;4;5;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2;5;6;6;2;5;3;6;2;5;6;5;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9;3.66666666666667;3.33333333333333;5.66666666666667;4.66666666666667;5.33333333333333;5;NA;NA
9203;No;679;30/04/2020 11:17;PT-BR;27;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;MS;Single;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;3;4;3;3;4;2;3;2;3;4;3;5;9;5;0;5;7;0;0;5;5;5;5;5;0;4;5;6;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;5;3;4;5;6;6;6;4;2;1;6;5;99;3;99;6;1;4;99;99;99;6;6;6;5;5;99;99;1;2;4;4;1;1;1;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.8;3.33333333333333;3.33333333333333;3.66666666666667;5.66666666666667;2.33333333333333;2.33333333333333;NA;NA
